flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h4,h98,663,663,32
h5,h132,838,838,32
h5,h19,1315,1315,32
h6,h77,2156,2156,32
h9,h63,394,394,32
h10,h12,1202,1202,31
h10,h49,569,569,31
h12,h131,559,559,31
h12,h40,470,470,31
h13,h106,927,927,31
h13,h28,1067,1067,31
h14,h134,2024,2024,31
h14,h27,1625,1625,31
h15,h102,1128,1128,31
h15,h63,2132,2132,31
h16,h68,45,45,31
h17,h95,1529,1529,31
h18,h16,567,567,31
h20,h49,772,772,31
h23,h140,48,48,31
h25,h113,1792,1792,31
h25,h142,620,620,31
h25,h70,125,125,31
h28,h127,1954,1954,31
h29,h94,1868,1868,31
h30,h128,114,114,31
h30,h20,728,728,31
h31,h132,1306,1306,31
h31,h26,1789,1789,31
h6,h30,1558,1558,31
h7,h61,2253,2253,31
h8,h44,771,771,31
h8,h70,1591,1591,31
h13,h76,15,15,30
h13,h93,344,344,30
h15,h62,1280,1280,30
h16,h86,2203,2203,30
h18,h46,1162,1162,30
h18,h54,156,156,30
h21,h29,1241,1241,30
h21,h63,432,432,30
h22,h87,1441,1441,30
h23,h70,1022,1022,30
h24,h48,1888,1888,30
h24,h83,1275,1275,30
h26,h12,123,123,30
h26,h120,329,329,30
h28,h64,1739,1739,30
h29,h114,2108,2108,30
h29,h117,378,378,30
h30,h87,2231,2231,30
h32,h139,1065,1065,30
h4,h30,1643,1643,30
h5,h43,444,444,30
h5,h5,871,871,30
h6,h10,2185,2185,30
h7,h20,812,812,30
h8,h134,918,918,30
h8,h79,1172,1172,30
h11,h70,1427,1427,29
h12,h132,47,47,29
h12,h134,832,832,29
h13,h127,791,791,29
h14,h97,834,834,29
h19,h132,1831,1831,29
h2,h130,435,435,29
h21,h120,1978,1978,29
h21,h65,1344,1344,29
h21,h92,817,817,29
h24,h28,110,110,29
h26,h105,1462,1462,29
h26,h15,335,335,29
h29,h121,2,2,29
h30,h124,227,227,29
h30,h128,2196,2196,29
h30,h17,1945,1945,29
h31,h73,944,944,29
h32,h33,704,704,29
h4,h79,38,38,29
h5,h101,2085,2085,29
h9,h17,1546,1546,29
h9,h43,1484,1484,29
h9,h68,2220,2220,29
h11,h28,462,462,28
h13,h35,531,531,28
h14,h132,1948,1948,28
h14,h56,1445,1445,28
h14,h58,1521,1521,28
h15,h17,1842,1842,28
h15,h31,1130,1130,28
h2,h95,467,467,28
h2,h97,2080,2080,28
h22,h125,1812,1812,28
h22,h65,1409,1409,28
h23,h30,540,540,28
h23,h64,1810,1810,28
h25,h39,1911,1911,28
h25,h51,908,908,28
h29,h94,983,983,28
h3,h115,1565,1565,28
h30,h105,253,253,28
h30,h22,1435,1435,28
h30,h48,160,160,28
h30,h48,1778,1778,28
h30,h99,265,265,28
h32,h30,1448,1448,28
h4,h113,648,648,28
h5,h6,894,894,28
h6,h8,1304,1304,28
h7,h24,905,905,28
h1,h115,287,287,27
h11,h121,602,602,27
h11,h38,1124,1124,27
h12,h79,980,980,27
h13,h35,1232,1232,27
h14,h24,729,729,27
h17,h54,1208,1208,27
h18,h21,2069,2069,27
h21,h134,739,739,27
h23,h61,2093,2093,27
h24,h82,844,844,27
h24,h98,411,411,27
h28,h46,1829,1829,27
h28,h85,1363,1363,27
h28,h87,1681,1681,27
h29,h55,414,414,27
h3,h51,1334,1334,27
h31,h79,1474,1474,27
h32,h144,969,969,27
h4,h100,683,683,27
h4,h85,1851,1851,27
h5,h118,213,213,27
h5,h43,1721,1721,27
h6,h15,7,7,27
h8,h55,1414,1414,27
h9,h122,1870,1870,27
h9,h25,390,390,27
h1,h23,161,161,26
h11,h103,108,108,26
h11,h20,461,461,26
h12,h2,676,676,26
h13,h112,171,171,26
h15,h40,1193,1193,26
h16,h119,787,787,26
h17,h113,1236,1236,26
h17,h83,1023,1023,26
h2,h48,480,480,26
h20,h82,391,391,26
h22,h51,498,498,26
h22,h72,1088,1088,26
h23,h28,1531,1531,26
h24,h135,1971,1971,26
h26,h122,1133,1133,26
h26,h141,342,342,26
h26,h44,574,574,26
h27,h29,1037,1037,26
h28,h128,214,214,26
h28,h66,1927,1927,26
h30,h23,719,719,26
h30,h79,1443,1443,26
h32,h11,1206,1206,26
h4,h90,1346,1346,26
h4,h91,449,449,26
h5,h37,887,887,26
h7,h112,945,945,26
h7,h58,610,610,26
h8,h3,919,919,26
h9,h80,532,532,26
h1,h126,1171,1171,25
h1,h61,447,447,25
h10,h6,828,828,25
h12,h10,1644,1644,25
h12,h138,2195,2195,25
h13,h25,1135,1135,25
h13,h44,803,803,25
h14,h84,777,777,25
h17,h37,2089,2089,25
h18,h90,232,232,25
h19,h102,1325,1325,25
h21,h105,475,475,25
h21,h73,445,445,25
h21,h81,1043,1043,25
h21,h94,1684,1684,25
h23,h7,2062,2062,25
h29,h133,1001,1001,25
h32,h110,1840,1840,25
h6,h72,1556,1556,25
h1,h124,231,231,24
h1,h66,2260,2260,24
h10,h34,666,666,24
h12,h110,500,500,24
h12,h60,1387,1387,24
h14,h85,1537,1537,24
h15,h26,1196,1196,24
h16,h80,1512,1512,24
h17,h61,1385,1385,24
h17,h79,122,122,24
h2,h121,730,730,24
h20,h66,82,82,24
h21,h10,606,606,24
h21,h116,1944,1944,24
h24,h42,1573,1573,24
h26,h31,387,387,24
h30,h35,536,536,24
h4,h2,1219,1219,24
h6,h73,1871,1871,24
h7,h14,1773,1773,24
h9,h129,864,864,24
h13,h68,977,977,23
h14,h129,1847,1847,23
h14,h97,1780,1780,23
h16,h18,1919,1919,23
h17,h2,1439,1439,23
h18,h111,948,948,23
h18,h42,150,150,23
h19,h39,298,298,23
h2,h54,318,318,23
h2,h73,2078,2078,23
h2,h95,1064,1064,23
h20,h52,881,881,23
h21,h133,430,430,23
h21,h91,496,496,23
h22,h124,1095,1095,23
h22,h5,1201,1201,23
h24,h13,1231,1231,23
h25,h39,742,742,23
h26,h135,2030,2030,23
h28,h127,1910,1910,23
h28,h130,2234,2234,23
h28,h84,2188,2188,23
h29,h132,420,420,23
h30,h128,1153,1153,23
h31,h142,2254,2254,23
h32,h138,1664,1664,23
h5,h56,589,589,23
h5,h76,412,412,23
h6,h1,1450,1450,23
h6,h46,598,598,23
h6,h92,323,323,23
h9,h125,616,616,23
h10,h68,2261,2261,22
h10,h71,935,935,22
h12,h133,1397,1397,22
h14,h30,360,360,22
h18,h1,345,345,22
h2,h116,2011,2011,22
h20,h101,1513,1513,22
h20,h123,678,678,22
h20,h76,1937,1937,22
h23,h88,1155,1155,22
h24,h41,1692,1692,22
